model,claim,group,truth,statement,position,layer,lg_true,lg_false,lean_false,rank_false,rank_fabricated,rank_hoax,rank_fiction,rank_myth,rank_fake,rank_not,rank_never,rank_incorrect,top5
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,20,3.4879441261291504,6.252180576324463,2.7642364501953125,1869,20655,2566,8767,74933,6569,247298,43723,32247,emani | oooooooo | クチ | ocie | ahuan
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,20,2.7740705013275146,3.382061004638672,0.6079905033111572,16881,54168,6649,19732,110015,187731,118972,63330,52442,abad | 阿拉伯 | 截至目前 | ead | _Al
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,21,3.978477716445923,6.317535877227783,2.3390581607818604,1561,25194,7604,13527,61483,3462,242527,6366,34791,emani | eniu | oooooooo | ahuan | ério
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,21,2.809285879135132,3.617276668548584,0.8079907894134521,13933,104891,3523,30102,51853,207571,47250,109679,51514,abad | řej | _Al | 截至目前 |  limiting
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,22,3.5602452754974365,4.182945728302002,0.6227004528045654,3037,18540,10351,9717,16408,1498,239160,6897,29807,AMIL | eniu | ocie | ério | ahuan
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,22,2.9317166805267334,3.3508076667785645,0.41909098625183105,13649,148710,1568,2765,46452,183586,15670,59656,105405,abad | 相关推荐 | ータ | antor | łam
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,23,4.615174770355225,5.705913543701172,1.0907387733459473,3893,36368,5785,5999,40294,1343,233098,12653,32171,amani |  |• | AMIL | oooooooo | eniu
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,23,2.935314893722534,3.995417356491089,1.0601024627685547,6139,135574,3591,26615,146121,149478,48379,41542,107851,abad |  desaf | _except | řej | ería
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,24,5.131094455718994,5.987662315368652,0.8565678596496582,3792,82962,7812,4968,37215,658,235059,40188,10303,AMIL | emani | amani | maan | 不可否认
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,24,3.5902154445648193,5.25098991394043,1.6607744693756104,4416,95762,1285,7574,141648,144416,140934,86161,28786,řej | 截至目前 | smål | errer |  limiting
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,25,4.990440845489502,5.749311447143555,0.7588706016540527,6667,89603,6938,6467,23357,1184,231451,44849,34924,emani | AMIL | occhi | ayang | amani
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,25,4.287662029266357,5.4455437660217285,1.157881736755371,4110,124291,1023,10918,154500,154277,172402,124693,69675,ëren | 截至目前 | smål | ovati | hô
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,26,3.9571337699890137,4.102395057678223,0.14526128768920898,1426,45957,4367,496,23797,444,190267,22706,12429,毫无疑问 | 毋庸置疑 | fact | 当然 | 的正确
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,26,3.5258069038391113,5.5956034660339355,2.069796562194824,740,46501,337,8220,115635,84982,173132,26291,12215,ultats | 毋庸置疑 | ëren | NotExist |  факт
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,27,5.783843517303467,4.933122634887695,-0.8507208824157715,14754,63243,3828,3067,71158,2189,212683,49732,17758,毫无疑问 | 毋庸置疑 | 是真的 | 事实 | fact
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,27,6.103810787200928,5.372651100158691,-0.7311596870422363,6916,75233,2219,57779,148756,217265,197760,151436,30788,/testify |  ✅ | 截至目前 | Falsy | 毋庸置疑
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,28,6.0027689933776855,4.852500915527344,-1.1502680778503418,12321,60730,3769,3274,96543,2137,220857,35684,37112,毫无疑问 | 是真的 | 毋庸置疑 | 好笑 | 显而易见
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,28,6.97221565246582,4.917819023132324,-2.054396629333496,8503,96284,2591,62494,148723,207486,150970,119281,56091,Falsy | /testify | ëren |  ✅ | ukka
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,29,7.232790946960449,5.343916893005371,-1.8888740539550781,8706,57018,5029,4023,75356,1209,208020,9958,18633,事实 | 造的 | 是真的 | 毫无疑问 | /testify
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,29,8.4711275100708,4.637599945068359,-3.8335275650024414,25824,151722,4489,84995,158883,208071,150769,30441,120205,ukka | ëren |  ✅ | Falsy | ～。
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,30,6.96489953994751,4.614519119262695,-2.3503804206848145,7646,67599,10729,4501,77937,1084,214271,10488,8654,是真的 | 事实 | /testify | _True | 造的
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,30,10.380365371704102,3.296438694000244,-7.083926677703857,55684,102299,3842,90598,190063,220479,115638,20275,78000,_True | >true |  TRUE | .True | 正确
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,31,8.467269897460938,5.860042095184326,-2.6072278022766113,4172,107982,14780,3773,148107,3080,208703,7785,14251,是真的 | _True | 事实 | entena | oooooooo
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,31,10.180927276611328,4.130091667175293,-6.050835609436035,12603,159596,4657,103244,172954,210034,111820,41206,60774, true | 前者 | .True | true | True
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,32,7.76601505279541,5.228054523468018,-2.5379605293273926,5472,120046,35371,4012,168692,4671,229742,13132,15578,是真的 | /testify | 陈述 | év | _True
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,32,9.434465408325195,3.347994565963745,-6.08647084236145,39512,194102,1545,185057,186378,204847,148864,140469,67766,前者 | ～。 | .True | True |  True
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,33,6.960880279541016,4.871273040771484,-2.0896072387695312,3643,123387,41359,1388,85014,15498,243459,9849,25949,是真的 | statements | 事实 | /testify | TRUE
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,33,8.178450584411621,3.481544256210327,-4.696906328201294,37151,202847,1478,147636,149879,192966,182562,154992,41278,～。 | 前者 | /testify | osate | _True
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,34,7.037313938140869,4.656337261199951,-2.380976676940918,1324,78354,29656,7733,103764,3773,213011,5091,28664,是真的 | 这句话 | év | statements | TRUE
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,34,8.914130210876465,4.557605266571045,-4.35652494430542,1958,153070,1928,73229,108131,91658,130515,110273,27834, TRUE |  True |  true | TRUE | .True
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,35,7.547630786895752,5.765913009643555,-1.7817177772521973,640,78609,101337,7447,130156,2244,234291,0,38003,never | enever |  NEVER | 从未 | 永不
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,35,19.579774856567383,10.55888557434082,-9.020889282226562,49,161621,4420,77621,197403,26625,169860,141671,42296, true |  True | True | true | _true
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,36,10.059005737304688,7.821459770202637,-2.237545967102051,347,53344,59542,2800,139806,1045,242362,0,22957,never |  NEVER | 从未 | 从来没有 | 永不
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,36,23.73853302001953,15.317865371704102,-8.42066764831543,33,122571,907,37164,173988,1295,206748,158545,71737, true | True |  True | true | _true
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,37,10.457602500915527,8.114588737487793,-2.3430137634277344,580,87781,88124,3136,137966,2001,240002,55,17649,.Ed | (ed | Ed |  Ed | _ED
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,37,23.142038345336914,15.794337272644043,-7.347701072692871,25,103563,2658,13029,172229,768,197600,119137,66105, true | true | True |  True | 真
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,38,6.91764497756958,4.769357204437256,-2.148287773132324,5856,79731,112104,3363,101453,7272,158490,65,22457, Ed | .Ed | _ed | _ED | Ed
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,38,22.457931518554688,16.480758666992188,-5.9771728515625,7,167242,42164,2632,214631,1653,131130,27598,37475,True |  True |  true | true | _true
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,statement_end,39,11.504559516906738,8.075255393981934,-3.4293041229248047,140,32225,32118,7262,12213,2611,714,32,4303,<|im_end|> | \n\n | \n |  Ed |  (
base,ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,answer,39,24.376361846923828,20.12668228149414,-4.2496795654296875,1,122127,30617,4915,98333,3274,2225,4760,8013,True | False |  True | <think> | true
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,0,0.34750139713287354,-0.8280967473983765,-1.17559814453125,100702,71028,110990,18265,105120,39766,23157,64544,141604,\n | \n\n | ® | > | oy
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,0,2.8294103145599365,-2.525603771209717,-5.355014085769653,157188,29146,112219,24962,141779,80281,544,59920,203230,\n\n | 以下 | a | au | 一个
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,1,1.5779824256896973,-0.537524402141571,-2.1155068278312683,91753,66019,41296,19034,78692,20105,31527,10952,198109,\n | \n\n | 器的 | ering | ®
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,1,4.981740951538086,0.6135256290435791,-4.368215322494507,22775,93952,31412,24933,180660,55598,4149,125539,98773,a | 你的 | ✅ | is | ا
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,2,1.8804044723510742,1.4516679048538208,-0.4287365674972534,6901,72925,51430,22244,63360,15556,17007,4053,92135,\n | \n\n | ____ |  | |  class
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,2,5.125921249389648,1.7051401138305664,-3.420781135559082,3990,117683,61388,7334,103859,10346,1417,55145,76036,at | a | ★ | 以下是 | aut
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,3,2.51886248588562,1.4264111518859863,-1.0924513339996338,16784,103640,18799,5840,6770,5614,71701,20889,95603,ering | ____ | rib | \n | \n\n
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,3,4.76835823059082,2.728508949279785,-2.039849281311035,1329,88973,90398,6953,135871,5637,3167,46985,91722,a | as | am |   \n | �
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,4,3.2357828617095947,2.969710350036621,-0.26607251167297363,2190,59375,4429,2011,1677,743,133775,47921,36591,____ | alex | only | ąg | ian
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,4,4.081648826599121,2.16804838180542,-1.9136004447937012,3565,165458,143070,35649,183138,88759,4710,37704,134755,ao | ism | ats | a | 均可
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,5,2.4261786937713623,2.5400967597961426,0.11391806602478027,2526,61257,14213,7633,5242,4782,169009,115774,54359,____ | utz | _____ | 而是一种 | �
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,5,4.3057074546813965,2.3152334690093994,-1.990473985671997,4635,178836,87580,32277,72641,95250,22768,68155,113902,aut | a | 众所周知 | ats | ao
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,6,3.358025550842285,3.1602096557617188,-0.1978158950805664,801,76142,12798,2133,627,520,179989,106513,28059,而是一个 | 而是一种 | ____ | ering | utz
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,6,3.4232871532440186,2.2898659706115723,-1.1334211826324463,3359,172285,142245,15703,86990,114290,14276,74727,93892,ats | a | ### | 众所周知 | aut
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,7,3.540634870529175,3.615330696105957,0.07469582557678223,3236,138298,1881,1476,790,463,242514,106422,51337,utz | incs | udin | 而是一个 | ≮
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,7,2.6187918186187744,2.0885353088378906,-0.5302565097808838,17472,176965,123010,25931,149917,102342,37526,118321,70086,uw | acu | 填空 | 众所周知 | ault
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,8,4.308889865875244,3.6269662380218506,-0.6819236278533936,6495,120437,3278,765,467,1112,245845,95240,77273,incs | 而是一个 | udin | 的真实 | xFFF
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,8,1.4860475063323975,1.2142044305801392,-0.2718430757522583,68890,107054,44878,21477,149494,152131,35177,130753,75391,ked | a | uw | inf | anf
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,9,3.536240577697754,3.451078414916992,-0.08516216278076172,9409,82125,20680,7277,2752,8288,241884,108392,51116,而是一个 | 而喻 | utz | izzo | udin
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,9,1.3664402961730957,0.8692197799682617,-0.497220516204834,45142,142729,13245,11969,148949,98861,3000,142128,94444,a | 解答 | 众所周知 | ked | am
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,10,4.092827796936035,3.3253726959228516,-0.7674551010131836,3327,94030,15750,6045,17326,7636,179335,94647,31705,而是一个 | itik | 的一项是 | udin | ____
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,10,0.6877428293228149,0.5008377432823181,-0.18690508604049683,60654,104751,29672,5302,103928,108236,7102,81759,53734,a | 解答 | ### |  Editorial | 众所周知
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,11,3.9509010314941406,3.8501381874084473,-0.10076284408569336,4094,106736,2100,5334,30509,7734,204861,136272,18344,而是一个 | arz | achen | utz | ucher
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,11,0.542138397693634,0.9479502439498901,0.4058118462562561,36634,105452,23173,11108,120416,159861,10821,66595,45009,解答 | a |  Answer | 众所周知 | 判断
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,12,2.4237284660339355,2.7011795043945312,0.2774510383605957,26622,127923,4940,11675,141739,6370,208528,168675,24963,而是一个 | thood | ishment | avit | zzi
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,12,0.37599849700927734,0.9566426873207092,0.5806441903114319,66565,50898,44205,40029,114496,191787,77869,45058,6705,解答 | 众所周知 | a |  Editorial | 很高兴
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,13,3.797468662261963,4.152835845947266,0.35536718368530273,4993,100638,3844,12948,154094,9078,215122,181363,46174,而是一个 | ści | okable | 主要从事 | zzi
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,answer,13,1.0893794298171997,0.5076611638069153,-0.5817182660102844,93741,138056,24131,76097,142618,217286,106101,55204,4933,众所周知 | 人是 | 度高 | 准确性 | 不准确
base,ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,statement_end,14,3.353449821472168,3.13484787940979,-0.21860194206237793,4850,71543,9053,5352,132047,9436,216900,140594,41267,accia | 而是一个 | ishment | 顾名思义 |  definit
